,ID,Pin-code,age,Fam members,Education,T.Experience,Income,Mortgage,Fixed Deposit,Demat,Net Banking,Loan
2610,10002611,110001,38,2.0,Under Graduate,16.0,480000,0,no,no,no,no
2611,10002612,110001,31,3.0,Graduate,8.0,624000,0,no,no,yes,no
2612,10002613,110004,48,4.0,Graduate,26.0,320000,1048000,no,no,no,no
2613,10002614,110014,50,2.0,Post Graduate,26.0,880000,1632000,yes,yes,yes,yes
2614,10002615,110003,33,4.0,Post Graduate,11.0,1280000,0,no,yes,no,yes
2615,10002616,110004,55,4.0,Under Graduate,32.0,544000,1528000,no,no,yes,no
2616,10002617,110014,54,2.0,Post Graduate,31.0,392000,824000,no,no,yes,no
2617,10002618,110011,42,2.0,Under Graduate,20.0,520000,0,no,no,yes,no
2618,10002619,110004,21,3.0,Graduate,-3.0,440000,1160000,no,no,yes,no
2619,10002620,110003,31,3.0,Under Graduate,8.0,496000,784000,no,no,no,no
2620,10002621,110003,46,1.0,Under Graduate,22.0,1216000,0,no,no,no,no
2621,10002622,110003,43,3.0,Graduate,18.0,336000,0,no,no,no,no
2622,10002623,110003,52,4.0,Graduate,28.0,312000,0,no,no,yes,no
2623,10002624,110001,40,3.0,Under Graduate,17.0,888000,0,yes,yes,no,yes
2624,10002625,110014,45,3.0,Under Graduate,21.0,656000,0,no,no,no,no
2625,10002626,110011,59,4.0,Graduate,36.0,864000,0,no,no,yes,no
2626,10002627,110014,51,2.0,Post Graduate,27.0,472000,0,no,no,yes,no
2627,10002628,110003,54,3.0,Under Graduate,30.0,488000,1544000,no,no,yes,no
2628,10002629,110003,31,4.0,Graduate,6.0,624000,0,no,yes,yes,no
2629,10002630,110014,42,2.0,Post Graduate,18.0,144000,0,no,no,yes,no
2630,10002631,110011,61,4.0,Post Graduate,37.0,904000,0,no,no,yes,no
2631,10002632,110011,45,1.0,Graduate,20.0,496000,0,no,no,yes,no
2632,10002633,110004,48,1.0,Under Graduate,24.0,648000,1984000,no,no,yes,no
2633,10002634,110004,47,3.0,Under Graduate,25.0,104000,848000,no,no,yes,no
2634,10002635,110014,32,1.0,Under Graduate,9.0,600000,1552000,no,no,no,no
2635,10002636,110011,38,2.0,Post Graduate,14.0,264000,712000,no,no,yes,no
2636,10002637,110011,36,1.0,Under Graduate,13.0,1432000,0,no,no,yes,no
2637,10002638,110004,49,3.0,Graduate,26.0,552000,0,no,no,yes,no
2638,10002639,110004,26,1.0,Post Graduate,4.0,360000,0,no,no,yes,no
2639,10002640,110004,50,3.0,Graduate,26.0,472000,0,no,no,yes,no
2640,10002641,110014,37,2.0,Under Graduate,13.0,648000,0,no,no,yes,no
2641,10002642,110011,27,1.0,Under Graduate,5.0,1064000,1696000,no,no,yes,no
2642,10002643,110004,52,2.0,Post Graduate,29.0,648000,0,no,no,yes,no
2643,10002644,110003,61,4.0,Graduate,38.0,112000,688000,no,no,yes,no
2644,10002645,110011,38,2.0,Post Graduate,14.0,224000,0,no,no,no,no
2645,10002646,110003,34,2.0,Under Graduate,12.0,744000,0,no,no,yes,no
2646,10002647,110011,43,3.0,Post Graduate,20.0,1528000,984000,no,no,no,yes
2647,10002648,110014,59,1.0,Under Graduate,37.0,1240000,0,no,no,yes,no
2648,10002649,110011,24,2.0,Under Graduate,0.0,1240000,0,no,no,no,no
2649,10002650,110001,31,4.0,Under Graduate,8.0,544000,0,no,no,yes,no
2650,10002651,110011,62,2.0,Under Graduate,40.0,416000,1808000,no,no,no,no
2651,10002652,110001,41,1.0,Post Graduate,17.0,408000,0,no,no,no,no
2652,10002653,110004,22,4.0,Under Graduate,0.0,352000,1440000,no,no,yes,no
2653,10002654,110011,28,2.0,Under Graduate,5.0,968000,3264000,no,no,yes,no
2654,10002655,110004,58,4.0,Under Graduate,36.0,392000,1632000,no,yes,yes,no
2655,10002656,110001,48,2.0,Post Graduate,26.0,336000,624000,no,yes,yes,no
2656,10002657,110001,38,1.0,Under Graduate,15.0,1152000,0,no,no,no,no
2657,10002658,110003,29,1.0,Graduate,6.0,576000,0,no,no,yes,no
2658,10002659,110003,28,1.0,Under Graduate,4.0,352000,872000,no,no,no,no
2659,10002660,110004,58,3.0,Post Graduate,35.0,344000,1400000,no,no,no,no
2660,10002661,110014,37,1.0,Graduate,14.0,592000,1152000,no,yes,yes,no
2661,10002662,110001,64,1.0,Under Graduate,41.0,1160000,0,no,no,yes,no
2662,10002663,110003,63,2.0,Under Graduate,41.0,1264000,0,no,no,no,no
2663,10002664,110004,52,4.0,Under Graduate,28.0,624000,0,no,no,no,no
2664,10002665,110011,52,1.0,Graduate,29.0,1232000,2816000,no,no,yes,yes
2665,10002666,110014,33,2.0,Post Graduate,9.0,840000,0,no,no,no,no
2666,10002667,110011,30,3.0,Graduate,7.0,800000,0,no,no,yes,no
2667,10002668,110011,61,1.0,Graduate,39.0,464000,0,no,no,yes,no
2668,10002669,110003,58,1.0,Under Graduate,35.0,904000,3248000,no,no,yes,no
2669,10002670,110011,41,2.0,Graduate,18.0,80000,0,no,yes,no,no
2670,10002671,110004,57,2.0,Under Graduate,33.0,1136000,0,no,no,no,no
2671,10002672,110003,60,1.0,Under Graduate,37.0,1024000,0,no,no,no,no
2672,10002673,110014,28,3.0,Post Graduate,5.0,1048000,0,no,no,no,yes
2673,10002674,110003,52,4.0,Graduate,30.0,704000,976000,no,no,yes,no
2674,10002675,110003,28,2.0,Under Graduate,6.0,808000,0,no,no,yes,no
2675,10002676,110003,29,2.0,Post Graduate,1.0,560000,0,yes,no,yes,no
2676,10002677,110001,42,1.0,Under Graduate,20.0,976000,0,no,yes,yes,no
2677,10002678,110011,30,3.0,Under Graduate,8.0,560000,0,no,no,yes,no
2678,10002679,110003,61,2.0,Post Graduate,38.0,1184000,0,no,no,yes,yes
2679,10002680,110011,55,2.0,Post Graduate,32.0,344000,1328000,no,no,yes,no
2680,10002681,110014,58,1.0,Post Graduate,30.0,248000,0,no,no,yes,no
2681,10002682,110014,35,2.0,Post Graduate,11.0,280000,0,no,no,no,no
2682,10002683,110003,51,4.0,Post Graduate,27.0,648000,0,no,no,yes,no
2683,10002684,110014,49,1.0,Post Graduate,25.0,152000,784000,no,no,no,no
2684,10002685,110014,28,4.0,Post Graduate,5.0,784000,1032000,yes,yes,yes,no
2685,10002686,110001,26,4.0,Post Graduate,2.0,808000,0,no,no,yes,no
2686,10002687,110001,48,2.0,Post Graduate,24.0,648000,0,no,no,no,no
2687,10002688,110004,50,1.0,Under Graduate,27.0,1080000,3616000,no,no,yes,no
2688,10002689,110001,54,2.0,Graduate,30.0,272000,0,no,no,yes,no
2689,10002690,110014,38,1.0,Under Graduate,16.0,832000,1992000,no,no,no,no
2690,10002691,110011,62,3.0,Graduate,38.0,232000,0,no,no,yes,no
2691,10002692,110011,59,2.0,Graduate,36.0,952000,0,no,no,yes,yes
2692,10002693,110001,44,2.0,Graduate,20.0,656000,0,no,no,yes,no
2693,10002694,110001,53,1.0,Under Graduate,29.0,496000,0,no,no,yes,no
2694,10002695,110011,43,3.0,Under Graduate,19.0,680000,0,no,no,yes,no
2695,10002696,110004,38,2.0,Graduate,15.0,64000,0,no,no,no,no
2696,10002697,110014,61,4.0,Post Graduate,37.0,624000,0,no,no,yes,no
2697,10002698,110001,55,3.0,Graduate,32.0,352000,0,no,no,yes,no
2698,10002699,110011,36,2.0,Under Graduate,14.0,976000,0,no,no,yes,no
2699,10002700,110014,35,3.0,Graduate,11.0,176000,912000,no,no,no,no
2700,10002701,110004,29,4.0,Graduate,5.0,312000,0,no,no,yes,no
2701,10002702,110011,48,1.0,Graduate,26.0,440000,0,no,no,yes,no
2702,10002703,110014,40,2.0,Under Graduate,18.0,1152000,1264000,no,no,no,no
2703,10002704,110011,49,1.0,Graduate,27.0,568000,0,no,no,no,no
2704,10002705,110001,36,2.0,Under Graduate,13.0,1528000,0,no,no,yes,no
2705,10002706,110011,51,1.0,Graduate,26.0,176000,800000,no,no,yes,no
2706,10002707,110003,41,1.0,Under Graduate,17.0,1264000,0,no,no,yes,no
2707,10002708,110003,33,3.0,Post Graduate,9.0,1048000,0,yes,no,yes,yes
2708,10002709,110014,47,1.0,Graduate,24.0,600000,1280000,no,no,no,no
2709,10002710,110011,26,3.0,Graduate,4.0,552000,1360000,no,no,no,no
2710,10002711,110003,49,2.0,Under Graduate,27.0,312000,0,no,no,no,no
2711,10002712,110004,37,4.0,Under Graduate,14.0,272000,0,no,no,yes,no
2712,10002713,110003,29,1.0,Under Graduate,7.0,256000,0,no,no,yes,no
2713,10002714,110011,42,1.0,Under Graduate,18.0,1032000,0,no,no,yes,no
2714,10002715,110001,44,3.0,Under Graduate,20.0,1264000,3456000,no,no,no,yes
2715,10002716,110014,40,1.0,Under Graduate,18.0,432000,0,no,no,yes,no
2716,10002717,110001,39,1.0,Graduate,17.0,272000,0,no,no,no,no
2717,10002718,110014,21,4.0,Graduate,-2.0,360000,0,no,no,yes,no
2718,10002719,110011,57,2.0,Post Graduate,33.0,544000,0,no,yes,no,no
2719,10002720,110001,45,1.0,Graduate,21.0,424000,0,no,no,yes,no
2720,10002721,110011,46,1.0,Under Graduate,23.0,256000,0,no,no,no,no
2721,10002722,110003,56,2.0,Post Graduate,33.0,1384000,0,no,no,yes,yes
2722,10002723,110003,56,4.0,Under Graduate,34.0,248000,0,no,no,no,no
2723,10002724,110011,52,2.0,Under Graduate,29.0,576000,1152000,no,no,yes,no
2724,10002725,110001,47,4.0,Graduate,24.0,240000,1256000,yes,no,yes,no
2725,10002726,110004,61,1.0,Under Graduate,38.0,1104000,0,no,no,yes,no
2726,10002727,110001,60,1.0,Graduate,37.0,144000,1016000,no,no,no,no
2727,10002728,110001,43,1.0,Under Graduate,19.0,552000,1760000,no,no,yes,no
2728,10002729,110001,37,3.0,Under Graduate,13.0,464000,1976000,no,no,yes,no
2729,10002730,110014,56,4.0,Under Graduate,34.0,504000,0,no,no,yes,no
2730,10002731,110003,54,2.0,Under Graduate,30.0,344000,0,no,yes,no,no
2731,10002732,110004,27,1.0,Post Graduate,5.0,224000,0,no,no,yes,no
2732,10002733,110004,31,1.0,Post Graduate,9.0,304000,1064000,no,no,no,no
2733,10002734,110011,53,3.0,Graduate,29.0,576000,1176000,no,no,no,no
2734,10002735,110014,54,4.0,Under Graduate,31.0,512000,0,no,no,yes,no
2735,10002736,110004,34,3.0,Graduate,12.0,560000,1320000,no,no,yes,no
2736,10002737,110001,51,1.0,Under Graduate,29.0,96000,0,no,no,no,no
2737,10002738,110014,55,2.0,Under Graduate,31.0,1272000,0,no,no,no,no
2738,10002739,110003,33,2.0,Post Graduate,9.0,824000,0,no,no,yes,no
2739,10002740,110011,41,1.0,Post Graduate,18.0,336000,0,no,no,yes,no
2740,10002741,110001,52,2.0,Post Graduate,29.0,384000,1136000,no,no,yes,no
2741,10002742,110001,27,1.0,Under Graduate,3.0,392000,0,no,no,no,no
2742,10002743,110001,37,2.0,Under Graduate,14.0,712000,0,no,no,yes,no
2743,10002744,110014,30,4.0,Graduate,8.0,176000,0,no,no,yes,no
2744,10002745,110014,49,2.0,Under Graduate,27.0,80000,688000,no,no,no,no
2745,10002746,110003,48,1.0,Graduate,25.0,304000,960000,no,no,no,no
2746,10002747,110004,52,2.0,Post Graduate,29.0,392000,760000,no,no,yes,no
2747,10002748,110004,36,2.0,Post Graduate,12.0,240000,0,no,no,no,no
2748,10002749,110003,30,1.0,Graduate,7.0,656000,1920000,yes,no,yes,no
2749,10002750,110014,60,1.0,Post Graduate,37.0,656000,2496000,no,no,yes,no
2750,10002751,110001,55,1.0,Graduate,33.0,192000,0,no,no,no,no
2751,10002752,110014,45,4.0,Under Graduate,23.0,256000,1248000,no,no,yes,no
2752,10002753,110001,49,3.0,Post Graduate,25.0,272000,888000,no,no,yes,no
2753,10002754,110014,52,2.0,Graduate,27.0,1560000,3816000,no,no,no,yes
2754,10002755,110004,24,4.0,Under Graduate,1.0,488000,952000,no,no,no,no
2755,10002756,110001,35,3.0,Graduate,11.0,176000,0,no,no,yes,no
2756,10002757,110014,25,4.0,Post Graduate,0.0,320000,0,no,no,yes,no
2757,10002758,110014,61,2.0,Under Graduate,38.0,400000,1640000,no,no,no,no
2758,10002759,110004,60,2.0,Post Graduate,36.0,280000,0,no,yes,no,no
2759,10002760,110011,57,3.0,Graduate,33.0,512000,0,no,no,no,no
2760,10002761,110001,30,3.0,Under Graduate,7.0,392000,0,no,no,yes,no
2761,10002762,110011,33,4.0,Graduate,8.0,352000,1536000,no,no,no,no
2762,10002763,110004,54,2.0,Under Graduate,31.0,520000,0,no,no,yes,no
2763,10002764,110003,53,4.0,Under Graduate,31.0,104000,0,no,no,yes,no
2764,10002765,110014,29,1.0,Post Graduate,5.0,672000,840000,no,no,no,no
2765,10002766,110003,52,4.0,Graduate,29.0,224000,808000,no,no,yes,no
2766,10002767,110014,56,3.0,Under Graduate,32.0,864000,0,no,no,yes,no
2767,10002768,110001,46,1.0,Under Graduate,24.0,472000,1152000,no,no,yes,no
2768,10002769,110011,46,1.0,Under Graduate,22.0,1304000,3168000,no,no,yes,no
2769,10002770,110014,31,2.0,Post Graduate,9.0,1464000,4656000,no,no,yes,yes
2770,10002771,110011,34,4.0,Post Graduate,6.0,552000,0,no,no,yes,no
2771,10002772,110004,39,1.0,Under Graduate,16.0,920000,0,no,no,no,no
2772,10002773,110001,53,4.0,Under Graduate,31.0,1040000,0,no,no,no,yes
2773,10002774,110011,61,2.0,Graduate,37.0,1480000,2864000,no,no,yes,yes
2774,10002775,110004,51,2.0,Under Graduate,29.0,944000,0,no,no,yes,no
2775,10002776,110004,36,1.0,Under Graduate,13.0,1304000,0,no,no,no,no
2776,10002777,110004,44,2.0,Under Graduate,20.0,1120000,3040000,no,no,yes,no
2777,10002778,110011,57,2.0,Graduate,33.0,728000,0,no,no,yes,no
2778,10002779,110011,54,4.0,Post Graduate,31.0,488000,0,no,no,yes,no
2779,10002780,110011,57,4.0,Graduate,35.0,1344000,0,no,no,yes,yes
2780,10002781,110004,37,3.0,Graduate,13.0,552000,0,no,no,no,no
2781,10002782,110001,45,1.0,Under Graduate,21.0,176000,832000,no,no,no,no
2782,10002783,110003,45,1.0,Under Graduate,22.0,424000,1704000,no,no,no,no
2783,10002784,110004,51,2.0,Graduate,26.0,200000,0,yes,no,yes,no
2784,10002785,110011,34,4.0,Graduate,9.0,920000,0,no,no,no,yes
2785,10002786,110014,32,4.0,Post Graduate,9.0,248000,680000,yes,yes,yes,no
2786,10002787,110001,34,1.0,Post Graduate,10.0,664000,0,no,no,no,no
2787,10002788,110014,58,2.0,Under Graduate,34.0,1216000,0,no,no,no,no
2788,10002789,110003,43,1.0,Under Graduate,20.0,240000,0,no,no,yes,no
2789,10002790,110001,25,1.0,Post Graduate,3.0,272000,0,no,no,yes,no
2790,10002791,110011,45,1.0,Post Graduate,22.0,352000,0,no,no,yes,no
2791,10002792,110004,42,2.0,Under Graduate,20.0,1456000,0,no,no,no,no
2792,10002793,110004,52,3.0,Under Graduate,30.0,352000,936000,no,no,yes,no
2793,10002794,110003,55,2.0,Under Graduate,33.0,976000,1224000,yes,yes,yes,no
2794,10002795,110011,50,4.0,Under Graduate,26.0,280000,0,no,no,yes,no
2795,10002796,110014,49,1.0,Post Graduate,25.0,728000,0,no,no,no,no
2796,10002797,110003,55,2.0,Graduate,32.0,240000,0,no,no,no,no
2797,10002798,110001,63,1.0,Post Graduate,39.0,424000,0,no,no,yes,no
2798,10002799,110011,56,1.0,Post Graduate,33.0,224000,0,no,no,yes,no
2799,10002800,110004,62,4.0,Graduate,39.0,680000,1600000,no,no,yes,no
2800,10002801,110004,50,2.0,Graduate,26.0,224000,720000,no,no,yes,no
2801,10002802,110014,56,4.0,Under Graduate,34.0,328000,1416000,no,no,yes,no
2802,10002803,110004,50,1.0,Post Graduate,22.0,1232000,0,yes,yes,yes,yes
2803,10002804,110014,41,1.0,Post Graduate,18.0,328000,0,no,no,yes,no
2804,10002805,110001,54,3.0,Under Graduate,32.0,264000,0,no,no,no,no
2805,10002806,110003,35,3.0,Post Graduate,12.0,1456000,0,no,no,yes,yes
2806,10002807,110004,51,2.0,Post Graduate,27.0,472000,0,no,no,yes,no
2807,10002808,110011,25,2.0,Under Graduate,2.0,1032000,0,no,yes,no,no
2808,10002809,110003,51,3.0,Post Graduate,27.0,280000,1088000,no,no,yes,no
2809,10002810,110003,40,3.0,Graduate,16.0,1480000,0,yes,yes,yes,yes
2810,10002811,110001,56,4.0,Graduate,34.0,360000,1608000,no,no,no,no
2811,10002812,110004,34,4.0,Graduate,12.0,496000,1160000,no,no,no,no
2812,10002813,110001,51,3.0,Post Graduate,28.0,1464000,3736000,yes,no,yes,yes
2813,10002814,110001,46,2.0,Post Graduate,22.0,112000,0,no,no,yes,no
2814,10002815,110004,52,1.0,Post Graduate,28.0,424000,0,no,no,yes,no
2815,10002816,110011,24,3.0,Post Graduate,1.0,384000,1352000,no,no,no,no
2816,10002817,110014,48,2.0,Under Graduate,26.0,1024000,0,no,no,yes,no
2817,10002818,110014,29,1.0,Under Graduate,7.0,840000,2648000,no,no,yes,no
2818,10002819,110001,33,3.0,Under Graduate,9.0,320000,0,no,no,yes,no
2819,10002820,110003,61,2.0,Under Graduate,37.0,80000,0,no,no,yes,no
2820,10002821,110004,27,2.0,Under Graduate,4.0,816000,2424000,no,no,no,no
2821,10002822,110011,55,3.0,Graduate,32.0,248000,0,no,no,yes,no
2822,10002823,110001,28,4.0,Under Graduate,5.0,240000,1264000,no,no,yes,no
2823,10002824,110001,31,1.0,Post Graduate,7.0,168000,0,no,yes,no,no
2824,10002825,110001,60,2.0,Under Graduate,36.0,352000,0,no,no,no,no
2825,10002826,110014,33,1.0,Post Graduate,10.0,384000,1312000,no,no,yes,no
2826,10002827,110001,35,3.0,Graduate,11.0,168000,0,no,no,yes,no
2827,10002828,110011,35,4.0,Graduate,11.0,672000,0,no,no,yes,no
2828,10002829,110011,33,3.0,Graduate,10.0,512000,1840000,no,no,yes,no
2829,10002830,110003,33,1.0,Under Graduate,9.0,656000,1104000,no,no,no,no
2830,10002831,110011,57,4.0,Under Graduate,35.0,312000,0,no,no,yes,no
2831,10002832,110004,51,2.0,Post Graduate,27.0,360000,0,no,no,yes,no
2832,10002833,110004,43,4.0,Post Graduate,21.0,1064000,0,yes,no,yes,yes
2833,10002834,110011,44,2.0,Under Graduate,22.0,1216000,0,no,no,yes,no
2834,10002835,110011,38,1.0,Under Graduate,16.0,96000,728000,no,yes,no,no
2835,10002836,110001,40,3.0,Under Graduate,16.0,256000,1192000,no,no,yes,no
2836,10002837,110011,23,4.0,Under Graduate,1.0,592000,1632000,no,no,no,no
2837,10002838,110004,37,2.0,Graduate,14.0,432000,1272000,no,no,no,no
2838,10002839,110001,28,3.0,Graduate,6.0,1448000,0,yes,no,yes,yes
2839,10002840,110011,56,2.0,Post Graduate,33.0,600000,0,no,no,yes,no
2840,10002841,110011,39,3.0,Under Graduate,15.0,760000,1920000,no,yes,no,no
2841,10002842,110001,35,4.0,Graduate,11.0,1520000,4520000,yes,no,yes,yes
2842,10002843,110014,34,1.0,Under Graduate,11.0,720000,0,no,no,yes,no
2843,10002844,110004,25,4.0,Under Graduate,3.0,160000,1072000,no,no,yes,no
2844,10002845,110011,58,3.0,Post Graduate,34.0,512000,0,no,no,no,no
2845,10002846,110011,60,2.0,Post Graduate,36.0,680000,784000,no,no,no,no
2846,10002847,110004,65,4.0,Graduate,43.0,840000,0,no,no,yes,no
2847,10002848,110001,42,1.0,Under Graduate,18.0,168000,0,no,no,yes,no
2848,10002849,110003,22,2.0,Graduate,-1.0,624000,0,no,no,no,no
2849,10002850,110004,43,2.0,Under Graduate,21.0,1264000,1056000,no,no,yes,no
2850,10002851,110001,56,1.0,Under Graduate,34.0,1000000,1752000,no,no,no,no
2851,10002852,110001,59,3.0,Graduate,36.0,648000,0,no,no,yes,no
2852,10002853,110003,52,1.0,Under Graduate,29.0,1464000,0,no,no,yes,no
2853,10002854,110004,26,4.0,Graduate,3.0,432000,0,no,no,yes,no
2854,10002855,110004,47,4.0,Post Graduate,24.0,632000,1696000,no,no,yes,no
2855,10002856,110004,33,1.0,Graduate,11.0,304000,1088000,no,no,yes,no
2856,10002857,110011,34,4.0,Graduate,10.0,1376000,2360000,no,no,yes,yes
2857,10002858,110004,32,3.0,Under Graduate,8.0,1472000,0,no,no,no,yes
2858,10002859,110011,34,2.0,Under Graduate,11.0,1264000,912000,no,no,yes,no
2859,10002860,110014,33,1.0,Post Graduate,11.0,1504000,2256000,no,no,yes,yes
2860,10002861,110004,25,4.0,Post Graduate,2.0,160000,0,no,no,yes,no
2861,10002862,110003,40,4.0,Post Graduate,18.0,480000,1208000,no,no,no,no
2862,10002863,110004,63,4.0,Post Graduate,39.0,904000,0,no,no,yes,no
2863,10002864,110004,27,4.0,Under Graduate,5.0,560000,0,no,no,yes,no
2864,10002865,110004,63,2.0,Post Graduate,41.0,672000,0,no,no,yes,no
2865,10002866,110004,57,2.0,Post Graduate,33.0,184000,0,no,no,yes,no
2866,10002867,110011,44,2.0,Under Graduate,22.0,1128000,0,yes,yes,yes,no
2867,10002868,110011,57,3.0,Under Graduate,33.0,880000,2112000,no,no,yes,no
2868,10002869,110003,50,4.0,Under Graduate,26.0,248000,0,no,no,yes,no
2869,10002870,110011,58,1.0,Under Graduate,35.0,176000,640000,no,no,no,no
2870,10002871,110011,41,1.0,Under Graduate,17.0,728000,0,no,yes,no,no
2871,10002872,110001,63,4.0,Post Graduate,39.0,656000,2016000,no,no,yes,no
2872,10002873,110014,48,1.0,Under Graduate,26.0,184000,0,no,no,no,no
2873,10002874,110003,46,1.0,Under Graduate,23.0,280000,0,no,yes,yes,no
2874,10002875,110014,47,1.0,Post Graduate,25.0,912000,0,no,no,yes,yes
2875,10002876,110004,56,3.0,Graduate,33.0,144000,0,no,no,yes,no
2876,10002877,110014,22,2.0,Post Graduate,-2.0,640000,1904000,no,no,no,no
2877,10002878,110004,56,2.0,Post Graduate,32.0,592000,0,no,no,no,no
2878,10002879,110003,43,4.0,Graduate,19.0,976000,0,no,no,yes,yes
2879,10002880,110011,40,3.0,Graduate,15.0,584000,0,no,no,no,no
2880,10002881,110011,62,2.0,Under Graduate,40.0,320000,0,no,no,yes,no
2881,10002882,110001,47,4.0,Post Graduate,25.0,440000,0,no,no,yes,no
2882,10002883,110011,53,1.0,Graduate,31.0,552000,0,no,yes,no,no
2883,10002884,110004,38,4.0,Graduate,14.0,736000,0,no,no,yes,no
2884,10002885,110014,26,4.0,Post Graduate,2.0,384000,0,no,no,yes,no
2885,10002886,110003,55,4.0,Post Graduate,31.0,904000,2616000,no,no,yes,yes
2886,10002887,110004,48,1.0,Graduate,25.0,464000,0,no,no,yes,no
2887,10002888,110011,38,2.0,Under Graduate,16.0,872000,0,no,no,yes,no
2888,10002889,110011,53,3.0,Graduate,28.0,312000,0,no,no,yes,no
2889,10002890,110001,51,3.0,Graduate,29.0,264000,1152000,no,no,no,no
2890,10002891,110004,46,4.0,Under Graduate,24.0,144000,0,no,no,yes,no
2891,10002892,110014,57,1.0,Under Graduate,33.0,504000,0,no,no,yes,no
2892,10002893,110014,56,1.0,Graduate,32.0,344000,0,no,no,yes,no
2893,10002894,110001,36,4.0,Post Graduate,14.0,560000,0,no,no,yes,no
2894,10002895,110004,47,1.0,Post Graduate,25.0,152000,0,no,no,no,no
2895,10002896,110001,58,4.0,Graduate,36.0,312000,1120000,no,no,yes,no
2896,10002897,110011,52,3.0,Under Graduate,28.0,648000,0,no,no,no,no
2897,10002898,110004,26,4.0,Post Graduate,2.0,272000,0,no,no,no,no
2898,10002899,110011,25,1.0,Graduate,1.0,1120000,1400000,yes,yes,yes,yes
2899,10002900,110001,40,1.0,Under Graduate,18.0,912000,0,no,no,no,no
2900,10002901,110014,50,2.0,Post Graduate,28.0,440000,1208000,no,no,no,no
2901,10002902,110011,52,1.0,Graduate,30.0,168000,608000,no,no,yes,no
2902,10002903,110014,54,4.0,Graduate,30.0,400000,0,no,yes,yes,no
2903,10002904,110003,56,3.0,Under Graduate,34.0,328000,0,no,no,yes,no
2904,10002905,110004,54,3.0,Under Graduate,32.0,1520000,0,yes,no,yes,yes
2905,10002906,110003,62,2.0,Post Graduate,40.0,64000,0,no,no,yes,no
2906,10002907,110004,33,2.0,Graduate,8.0,440000,0,no,no,yes,no
2907,10002908,110003,43,2.0,Under Graduate,20.0,320000,0,no,no,no,no
2908,10002909,110003,55,3.0,Graduate,32.0,176000,0,no,no,yes,no
2909,10002910,110011,33,2.0,Graduate,8.0,352000,0,no,yes,no,no
2910,10002911,110003,44,3.0,Post Graduate,22.0,816000,0,no,no,yes,yes
2911,10002912,110004,28,4.0,Post Graduate,4.0,432000,1880000,no,no,yes,no
2912,10002913,110003,42,4.0,Graduate,20.0,1040000,0,no,no,no,yes
2913,10002914,110014,37,3.0,Graduate,12.0,600000,0,no,no,yes,no
2914,10002915,110001,40,2.0,Under Graduate,18.0,336000,0,no,no,yes,no
2915,10002916,110003,32,1.0,Under Graduate,9.0,1064000,0,no,no,yes,no
2916,10002917,110003,44,1.0,Graduate,20.0,320000,0,no,no,yes,no
2917,10002918,110003,53,3.0,Under Graduate,31.0,272000,808000,no,no,yes,no
2918,10002919,110001,26,1.0,Under Graduate,3.0,1136000,0,no,no,yes,no
2919,10002920,110003,33,3.0,Under Graduate,10.0,512000,0,yes,no,yes,no
2920,10002921,110011,58,2.0,Post Graduate,35.0,352000,1360000,no,no,yes,no
2921,10002922,110003,48,1.0,Under Graduate,24.0,760000,2096000,no,no,yes,no
2922,10002923,110001,50,1.0,Post Graduate,26.0,392000,0,no,no,yes,no
2923,10002924,110011,49,2.0,Under Graduate,27.0,96000,0,no,no,no,no
2924,10002925,110001,49,1.0,Post Graduate,26.0,784000,0,no,no,yes,no
2925,10002926,110003,57,4.0,Under Graduate,35.0,336000,0,no,no,yes,no
2926,10002927,110001,51,2.0,Post Graduate,28.0,352000,0,no,no,yes,no
2927,10002928,110004,41,1.0,Under Graduate,17.0,992000,0,no,no,no,no
2928,10002929,110011,29,2.0,Under Graduate,6.0,1400000,0,no,no,yes,no
2929,10002930,110004,30,4.0,Under Graduate,6.0,176000,0,no,no,no,no
2930,10002931,110011,39,4.0,Under Graduate,17.0,624000,792000,no,no,yes,no
2931,10002932,110011,29,2.0,Graduate,4.0,432000,872000,no,no,no,no
2932,10002933,110001,39,1.0,Under Graduate,16.0,1232000,0,no,no,no,no
2933,10002934,110003,45,3.0,Graduate,22.0,336000,0,no,no,yes,no
2934,10002935,110001,35,2.0,Under Graduate,13.0,1560000,5080000,no,no,yes,no
2935,10002936,110003,51,1.0,Post Graduate,23.0,640000,0,no,no,yes,no
2936,10002937,110001,47,3.0,Graduate,22.0,648000,0,no,no,yes,no
2937,10002938,110003,60,2.0,Under Graduate,36.0,712000,0,no,no,yes,no
2938,10002939,110014,31,3.0,Graduate,9.0,488000,0,no,no,yes,no
2939,10002940,110011,52,4.0,Post Graduate,24.0,200000,0,no,no,no,no
2940,10002941,110001,25,3.0,Graduate,3.0,344000,1304000,no,no,yes,no
2941,10002942,110001,58,1.0,Under Graduate,35.0,976000,2816000,no,no,no,no
2942,10002943,110003,27,1.0,Under Graduate,5.0,1280000,3080000,no,no,yes,no
2943,10002944,110001,54,4.0,Graduate,32.0,664000,0,no,no,no,no
2944,10002945,110001,53,2.0,Post Graduate,30.0,632000,0,no,no,no,no
2945,10002946,110004,43,3.0,Graduate,19.0,240000,0,no,no,yes,no
2946,10002947,110011,31,1.0,Under Graduate,9.0,1160000,3496000,no,no,yes,no
2947,10002948,110001,43,2.0,Under Graduate,21.0,1208000,2624000,no,no,no,no
